Movie Name,Rating,Action,Comedy,Drama,Horror,Science Fiction,Mystery,Romance,Music,Animation,Adventure,Documentary,Family,Crime,Fantasy,History,Western
The Most Powerful Eyeballs in West Yorkshire,7.7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ma vie sans toi,7.2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
Wavelength,5.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
If You Knew Sushi Like I Know Sushi,6.3,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0
Spirits of the Fall,5.7,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Attack the Block,6.7,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0
Friend,5.4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
America's Most Haunted Town,4.3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Dying to Belong,9.2,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0
"What Now, My Love?",7.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Der Tote im Fliess,7.5,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0
Les femmes s'en balancent,5.7,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
Top 3 Perform,5.1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Behind Closed Doors,6.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Not in Kansas Anymore,7.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Die Schöpfung,6.7,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0
The Zombinator,2.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Del 1,6.2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Fabulous Bagel Boys,7.7,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"Wetten, dass..? aus Leipzig",8.1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Rückwärts laufen kann ich auch,7.9,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Zach Stone Is Gonna Make a Sex Tape,8.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kathy Becomes a Girl,7.1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Mt. Pelee Smoking Before Eruption (St. Pierre, Martinique)",4.6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Fly with the Gold,5.5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
First Class Jerk,8.6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Enter Picasso,7.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Kink of the Campus,5.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Destination Timbuktu,8.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Sfora,6.6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Untold,6.9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
El hombre que volvió de la muerte,6.7,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0
Annayya,6.5,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
A Very Short Film About Identity,8.8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Bee & the Fox,5.3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Greatest Amerimart Hero,6.1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Episode #1.8,8.5,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0
Shrinks,4.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Umbrella Man,6.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Attack of the Gorilla!,7.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Huang jia da zei,6.4,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Flám,6.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wind Flower,8.2,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
Commercial Success,7.7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A Cab for Three,6.9,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
Eddie Explains Himself,8.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Big Cat,7.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aspasia's Dollars,3.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Les derniers mots,5.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bad Reception,5.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Broken Melody,5.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
In Diana's Kingdom,9.3,1,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0
Basher! The War for Allen's Car,4.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dirty Weekend,5.2,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
Porgandite öö,7.6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Sitters Street,5.7,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
La Cenerentola,8.3,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Special Assignment: Big Brother,8.7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
The Wicked Woods,2.9,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
Keys to the Code: Unlocking the Secrets in Symbols,6.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
À vot' bon coeur,6.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Do You Remember the First Time?,8.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Smile of April,8.6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Girl of the Battalion,5.2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
The Grandmother of Invention,7.0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0
Kanamarayathu,7.4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Every Michael Bay Movie in Under a Minute,5.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Syncing,6.8,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Vue générale de l'Exposition prise du Trocadéro,5.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Castle Bodhran or Bust: Part 1,9.2,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0
Ooru naito rongu 2,5.6,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
Nothing Bad Can Happen,6.9,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
Avatars,7.2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Do You Want to Go Out?,7.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Going My Home,7.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Tadon to chikuwa,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Rapunzel,6.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Frost,4.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Night Watchman,6.6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Caça ao Tesouro,6.8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Spider-Man Tech,7.9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
La hora de la siesta,6.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Inca Mummies: Secrets of a Lost World,6.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Blondes: Anita Ekberg,7.6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Le journal d'un suicidé,5.7,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Episode #1.29,5.6,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Dawn of an Evil Millennium,6.6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Los ángeles,3.9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Spanks Butt, No Spanks",7.6,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Desatanakkili Karayarilla,7.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Euphoria,7.8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Episode #1.11420,7.9,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
Hatch,6.7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Linda Ronstadt in Concert: What's New,9.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Viol conjugal, viol à domicile",8.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Youth Large,8.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vic Dark,6.3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The Nothing,5.7,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0
"Lezentano, o ekdikitis",6.9,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Four-Letter Words,4.2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Immortal Youth,5.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zombie vs. Ninja,7.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nightmare in Silver,7.2,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
Deep Blue Sea,5.9,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
John Safran's Race Relations,8.2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Bigay hilig,5.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Barkley's Barnyard Critters: Mystery Tail,8.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Simon & Simon,7.0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
De thuiskomst,7.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Bench,7.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Feldzug im Osten,5.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The Last Governor,9.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Attack of the Morningside Monster,4.6,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
No Stone Unturned,7.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The Garden of Sinners: Overlooking View,6.9,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0
Kenny Rogers Live in Concert,7.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Presentation, or Charlotte and Her Steak",6.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Unplugged,8.1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Call Me Almondine/Clam the Outlaw,7.0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0
Episode #1.7,6.4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Rave Party,7.8,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0
Salut la vie,7.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
A2-B-C: Hôshanô to kodomotachi,8.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The Simpsons: Road Rage,7.3,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Valcík pro milión,4.4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Bavuttiyude Namathil,5.5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
First Principles,7.8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Payne, Payne Go Away",7.5,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0
The Ballad of Nessie,6.9,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0
Baranskis Geschäft,5.9,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0
Le chinois,7.8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Hochzeit im Korallenmeer,6.2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Fast Reputation,7.0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
In het belang van de staat,6.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Mars Turkey,6.7,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
Episode #1.11621,5.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Soba 3,7.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Okutank and Teppouo! Whirlpool Cup Preliminaries!!,6.6,1,1,0,0,1,0,0,0,1,1,0,1,0,1,0,0
Baby Killers,6.4,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Nuremberg,7.3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Girls' Boarding School,5.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A Perfect Game,6.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ten Days,3.6,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Sifl & Olly Show,8.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Straight Outta Hunters Point,7.7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Seven Monsters and a Baby,9.2,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0
Bangai hen: Fuyu no hi!,7.4,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0
Illegal Love,7.7,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
Denim Heat,5.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Boys on the Side,6.5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Darjeeling Limited,8.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
August 12-August 18: V-J Day,7.8,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Scarborough Ahoy!,7.9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Dead Drunk: Part 3,8.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Warrior,8.1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Shabbot Shalom,6.6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Someone,9.2,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0
Animation from Cape Dorset,6.6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
The Truth About Lesbian Sex,7.1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Busan International Cruise Ship @ Gwangan Bridge (Haeundae-gu, Busan)",7.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KWAK or Kassandra with a K,7.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Top 10 Performance,5.7,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Different Wheels,6.8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
The Song That Changed My Life,9.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Finale,6.8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
North Circular Road,7.4,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
The Pre-Season Game Episode,8.8,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Brazilian Western,6.6,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1
Moloch Tropical,7.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Hiun Gym Match! Purehearted Bug PokéMon Battle!!,6.6,1,1,0,0,1,0,0,0,1,1,0,1,0,1,0,0
Guilt,5.9,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
The Humanity Code,8.4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Letting Go,5.4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Why Do Fools Fall in Love,6.4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
School Days,6.7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Little Charmer girl,6.1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Secret of the Cardboard Rocket,5.3,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
Nobara hime,7.4,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
Fjärde delen,7.9,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
Addictions,7.9,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
I'm Alive and on Fire,7.9,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0
Ik zag daar een poepeke heel sarmant,7.8,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Elmo's World: Reach for the Sky,5.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
I rymden finns inga känslor,6.9,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Dark Crossing,7.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Vivere: Andrea Bocelli Live in Tuscany,8.3,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Episode #2.11,7.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A Semana da Paixão,8.2,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0
Hotel Lux,6.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A Day in the Lifeless,7.8,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Rosesh Gets Psychoanalysed,8.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dracula, Lord of the Damned",4.3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Une journée en taxi,5.8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Stanley the Fighter,5.7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The 2nd Division Sorties! Ichigo Is Surrounded,6.3,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
2000,8.3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Chô robot seimeitai Transformer: Micron densetsu,7.1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Death by Death II,7.4,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Episode #1.5,8.4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Voydite, strazhdushchie!",6.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Major Damage,6.2,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Árnyékszázad,7.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Dear Heart,6.5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Im Sog,6.0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0
Pillertrillaren,3.4,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
ConfinemANT,6.7,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Kokain - Das Tagebuch der Inga L.,4.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
A Chance Meeting,8.0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
Angel Baby,8.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Thomas & Friends: Pop Goes Thomas,5.5,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
The Tournament of the African Lady,8.6,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0
Frederic Remington: The Truth of Other Days,3.4,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
Mr. Bojagi,7.6,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
The Next Space,6.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
EA Sports Cricket 2001,4.9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Christmas Star,6.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
TV or Not TV,6.9,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2/47,6.2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Ardhangini,6.2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Dev Anand in Goa (Alias Farar),5.8,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Pilgrim's Captain,6.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
What Makes a Family,6.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Qilin Time,7.3,1,1,1,0,0,0,0,0,1,1,0,1,0,1,0,0
El soborno de Aníbal,9.4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Voodoo Vince,7.9,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
My Airhostess Roommate,4.8,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Roboticus,5.9,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0
The Seven Wishes of Joanna Peabody,7.3,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0
The Barber of Seville,4.8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Vzlety a pády,7.1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Lavina,8.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Babbling Bess,5.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Sahasi Chori,6.8,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Bantsuma - Bando Tsumasaburo no shogai,6.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The Other Side of the Lens,5.6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Erotismos kai pathos,4.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Das Automobil,7.0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0
Betrayal,8.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The River Wild,6.5,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
American Werewolf,6.2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
30. Bölüm,7.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sisters of War,6.7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
There Goes the Neighborhood/Pilot,7.7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nekonecná nevystupovat,6.8,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Angebote, die man nicht ablehnen kann",5.6,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Even Angels Fall,7.8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Britain's Got Idiots Live,6.7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Now That April's Here,8.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
New Zealand: Tahr Part 2,8.7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
I Think I Do,4.7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The First Night,6.7,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Three Wishes,6.1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
Dirt,7.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Cattle Killers,6.2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
Hobby,7.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Possessed,6.1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Vamsanikokkadu,7.7,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Way of the Samurai,8.1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Episode #1.5,7.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Mechanical Bride,6.8,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
Spicy Beauty Queen of Bangkok 2,3.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
J ZLO Is in the House!,7.7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Made-Up,6.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Roberto Devereux, Tragedia lirica in drei Akten",8.3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Kyôto kaimasu,6.4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Sacred Cargo,4.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Hi Cousin!,5.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bad Luck Often Brings Good Luck,7.4,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0
Delicious Disappointment,8.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kinou. kyou. ashita,7.4,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,0
Lacrime d'amore,3.9,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
George Carlin: Personal Favorites,8.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hanamaru na sankaku kankei/Hanamaru na ichinichi,6.8,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
The Monster's Ring,8.3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Canyon Flowers,7.6,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
Slicked-up Pup,7.8,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
One Angry Fuchsbau,8.2,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0
Young Shoulders,7.0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
Green Eyed Munsters,5.6,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
A Public Mischief: Part Two,6.7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Xavier: Renegade Angel,7.9,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Interlude,6.3,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
9/11: Blueprint for Truth - The Architecture of Destruction,8.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Podozrenie,5.9,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
Giai Cuu Than Chet,5.4,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"They Shoot Movies, Don't They? ...the Making of 'Mirage'",7.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
La notte quando è morto Pasolini,6.9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
A Greater Yes: The Story of Amy Newhouse,6.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Jigarwala,3.1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Pheray,6.6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Bonobo,6.9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Early Checkout,8.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sins of the Mother,6.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
A-Date,8.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Eating Out: Drama Camp,5.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40-ci qapi,7.9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Surat Untuk Bidadari,6.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
